sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
237-249-86-227,2,0,4822,B002D48QI4,"Glytone Mild Gel Wash, 6.7-Ounce Package Glytone Mild Gel WashTo cleanse.  Highly effective cleansers formulated with free glycolic acid to gently, yet thoroughly, rid skin of impurities.  4.7% glycolic acid. Beauty Cleansers Skin Care Face"
237-249-86-227,2,1,4823,B002D48QIE,"Glytone Mild Cream Wash, 6.7-Ounce Package Glytone Mild Cream WashTo cleanse.  Highly effective cleansers formulated with free glycolic acid to gently, yet thoroughly, rid skin of impurities.  3.4% glycolic acid. Beauty Cleansers Skin Care Face"
238-35-174-131,2,0,10877,B00AUV9GH2,Lovely Vintage Jewelry Crystal Butterfly Hairpins Hair stick - for hair Beauty Tools Oyang Lovely Vintage Jewelry Crystal Butterfly Hairpins Hair stick - for hair Beauty Tools Hair Care Beauty Styling Accessories Styling Tools Clips
238-35-174-131,2,1,11007,B00B7N7CTQ,Beautiful Jewelry Flowers Crystal Hair Clips - for hair clip Beauty Tools Oyang Color: multi Beautiful Jewelry Flowers Crystal Hair Clips - for hair clip Beauty Tools Hair Care Beauty Styling Accessories Styling Tools Clips
24-232-76-216,2,0,136,B00005R1H3,"Skin Success Eventone Fade Cream, For Oily Skin - 2.7 oz Skin Success With Vitamins C &amp; E, Alpha Hydroxy &amp; Sunscreen.Fades Dark Spots and FrecklesEvens Skin TonePalmer's Skin Success&reg; Eventone&reg; Fade Creamis specially formulated for oily skin with the most advanced skin care ingredients to give you a more radiant, balanced complexion.&nbsp; Our skin lightening formula is clinically proven to remove dark spots, freckles, and other skin discolorations that may be caused by age, the sun, minor scars, pregnancy or contraception use.&nbsp; Lightweight moisturizers combined with essential vitamins and Alpha Hydroxy soften skin's texture, eliminating any rough, flaky patches.&nbsp; Daily use will turn your skin to an even, natural tone.Palmer's Unconditional Guarantee...If not completely satisfied, simply return unused portion to manufacturer for full refund.Made in U.S.A. Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care"
24-232-76-216,2,1,139,B00005S81T,"Skin Success Eventone Fade Cream, Regular - 2.7 oz Skin Success With Vitamins C &amp; E, Alpha Hydroxy &amp; Sunscreen.Fades Dark Spots and FrecklesEvens Skin TonePalmer's Skin Success&reg; Eventone&reg; Fade Creamis specially formulated for oily skin with the most advanced skin care ingredients to give you a more radiant, balanced complexion.&nbsp; Our skin lightening formula is clinically proven to remove dark spots, freckles, and other skin discolorations that may be caused by age, the sun, minor scars, pregnancy or contraception use.&nbsp; Special moisturizers combined with essential vitamins and Alpha Hydroxy soften skin's texture, eliminating any rough, flaky patches.&nbsp; Daily use will turn your skin to an even, natural tone.Palmer's Unconditional Guarantee...If not completely satisfied, simply return unused portion to manufacturer for full refund.Made in U.S.A. Creams & Moisturizers Beauty Skin Care Face"
241-111-18-184,2,0,7417,B004LUVN10,"Pearl Enterprises M.T. ROLLER .5mm Micro Needle Roller Skin Care Therapy Dermatology System (Dermaroller) The Microneedle works for various skin issues to make you look younger, more vibrant and with a healthy glow.  Best of all, it can be used almost on the entire body.  It rids stretch marks, cellulite, wrinkles, acne and promotes hair re-growth. Beauty Skin Care Face"
241-111-18-184,2,1,7418,B004LUZ956,"Pearl Enterprises M.T. ROLLER 1.0mm Micro Needle Roller Skin Care Therapy Dermatology System (Dermaroller) The Microneedle works for various skin issues to make you look younger, more vibrant and with a healthy glow.  Best of all, it can be used almost on the entire body.  It rids stretch marks, cellulite, wrinkles, acne and promotes hair re-growth. Beauty Skin Care Face"
241-225-75-53,2,0,1583,B000JGERAO,"Zeno Acne Clearing Device with 60-Count Cartridge Zeno Zeno is a hand-held battery-operated device designed with a tip that heats to a pre-set temperature.  The biocompatible tip is designed for direct contact with a blemish on the skin.  Once in contact with a blemish, the tip will transfer heat into the follicle.  An internal PID controller chip continually modulates the temperature to a fixed range even under different skin and circulation conditions by adjusting the flow of energy to match precisely the heat absorption of the individual user.  Zeno&#x92;s microprocessor adapts not only to your individual skin type but also to the heat absorption characteristics of the location of the pimple. Your Zeno adapts to you!  An integral digital timer controls the treatment time.  The level of heat does not cause skin damage.Specifically, Zeno stimulates a heat-shock response in p. acnes, the bacteria causing at least 90% of all acne blemishes. Heat shock proteins, activated by bacterial cells under heat stress, cause the self-destruction of p. acnes within the lesion, reducing inflammation and allowing the skin to return to a healthy state.What is Zeno?Zeno is a handheld, portable electronic medical device that is clinically proven to make pimples disappear fast. In fact, for treating acne pimples, it's the most scientifically advanced and effective device available without a prescription.What does it do?Zeno applies a precisely controlled heat dose directly to the pimple through a metal pad. One treatment lasts 2&#xBD; minutes. Two to three treatments spread over 24 hours clear up most pimples quickly. It's that simple.How does it work?Pimples occur when excess skin oil and flaking skin plug the opening of a hair follicle and create the ideal environment for acne bacteria to grow. Precisely controlled heat applied for a specific period of time causes the bacteria to self-destruct. When the bacteria die, the pimple goes away.How many treatments does it take?Two to three 2&#xBD;-minute treatments spread over 24 hours are sufficient for most pimples. Often, only one treatment is needed.Who should use Zeno?Zeno is for people with mild to moderate inflammatory acne. If in doubt, ask your doctor.When should Zeno be used?Use Zeno at the first sign of a pimple. It works best when used on a pimple in the early stages of development. Also, the sooner pimples are cleared up, the less chance they have to leave scars.How does Zeno compare with topical or oral treatments?Zeno can clear up a pimple in just hours. Most other medications can take days or even weeks to work. What's more, other than slight, temporary skin redness, Zeno has none of the side effects described by most topical or oral medications.Is Zeno safe and painless?Patients included in our clinical trials experienced little reaction to the low-level heat. Other than some temporary skin redness following a treatment cycle, no other adverse side effects were reported. But should you experience any discomfort when using Zeno, discontinue use and consult your skin care professional.Is Zeno all I need for acne?Zeno does not replace good skin hygiene or a doctor's care. It is designed to treat mild to moderate inflammatory acne. Your doctor may recommend other therapies, depending on the severity of your acne. Follow your doctor's advice and use Zeno for the occasional pimple. Beauty Skin Care Face"
241-225-75-53,2,1,1603,B000JQY2LI,"Zeno Pro Acne Clearing Device with 90 Count Cartridge, Pink Zeno is a hand-held battery-operated device designed with a tip that heats to a pre-set temperature.  The biocompatible tip is designed for direct contact with a blemish on the skin.  Once in contact with a blemish, the tip will transfer heat into the follicle.  An internal PID controller chip continually modulates the temperature to a fixed range even under different skin and circulation conditions by adjusting the flow of energy to match precisely the heat absorption of the individual user.  Zeno&#x92;s microprocessor adapts not only to your individual skin type but also to the heat absorption characteristics of the location of the pimple. Your Zeno adapts to you!  An integral digital timer controls the treatment time.  The level of heat does not cause skin damage.Specifically, Zeno stimulates a heat-shock response in p. acnes, the bacteria causing at least 90% of all acne blemishes. Heat shock proteins, activated by bacterial cells under heat stress, cause the self-destruction of p. acnes within the lesion, reducing inflammation and allowing the skin to return to a healthy state.What is Zeno?Zeno is a handheld, portable electronic medical device that is clinically proven to make pimples disappear fast. In fact, for treating acne pimples, it's the most scientifically advanced and effective device available without a prescription.What does it do?Zeno applies a precisely controlled heat dose directly to the pimple through a metal pad. One treatment lasts 2&#xBD; minutes. Two to three treatments spread over 24 hours clear up most pimples quickly. It's that simple.How does it work?Pimples occur when excess skin oil and flaking skin plug the opening of a hair follicle and create the ideal environment for acne bacteria to grow. Precisely controlled heat applied for a specific period of time causes the bacteria to self-destruct. When the bacteria die, the pimple goes away.How many treatments does it take?Two to three 2&#xBD;-minute treatments spread over 24 hours are sufficient for most pimples. Often, only one treatment is needed.Who should use Zeno?Zeno is for people with mild to moderate inflammatory acne. If in doubt, ask your doctor.When should Zeno be used?Use Zeno at the first sign of a pimple. It works best when used on a pimple in the early stages of development. Also, the sooner pimples are cleared up, the less chance they have to leave scars.How does Zeno compare with topical or oral treatments?Zeno can clear up a pimple in just hours. Most other medications can take days or even weeks to work. What's more, other than slight, temporary skin redness, Zeno has none of the side effects described by most topical or oral medications.Is Zeno safe and painless?Patients included in our clinical trials experienced little reaction to the low-level heat. Other than some temporary skin redness following a treatment cycle, no other adverse side effects were reported. But should you experience any discomfort when using Zeno, discontinue use and consult your skin care professional.Is Zeno all I need for acne?Zeno does not replace good skin hygiene or a doctor's care. It is designed to treat mild to moderate inflammatory acne. Your doctor may recommend other therapies, depending on the severity of your acne. Follow your doctor's advice and use Zeno for the occasional pimple. Beauty Skin Care Face"
242-140-137-131,2,0,2652,B000ZV0D9W,Konad Nail Art Stamping Polish - Black KONAD Nail Art Konad Nail Art Stamping Polish - Black Makeup Nails Beauty Nail Polish
242-140-137-131,2,1,7148,B004E2UO74,Konad Nail Art Stamping Polish - Green KONAD Nail Art Konad Nail Art Stamping Polish - Green Makeup Nails Beauty Nail Polish
242-229-74-124,2,0,11099,B00BIAKTMU,"gelish a mint of spring 467 2013 Gelish gelish a mint of spring 467 2013
 This item is non-returnable Makeup Nails Beauty Nail Polish"
242-229-74-124,2,1,11100,B00BIAPEV6,"gelish a petal for your thoughts 463 2013 Gelish gelish a petal for your thoughts 463 2013
This item is non-returnable Makeup Nails Beauty Nail Polish"
242-62-198-86,2,0,11483,B00E51B39M,Opi San Francisco Collection Fall &amp; Winter 2013 Lost on Lombard OPI Opi San Francisco Collection Fall & Winter 2013 Lost on Lombard Makeup Nails Beauty Nail Polish
242-62-198-86,2,1,11484,B00E52F6G2,Opi San Francisco Collection Fall &amp; Winter 2013 Dinng Al Frisco OPI Opi San Francisco Collection Fall & Winter 2013 Dinng Al Frisco Makeup Nails Beauty Nail Polish
243-23-94-121,2,0,8573,B005TT8T4G,"Balkis - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Balkis has a oriental feminine fragrance enriched with vanilla. Used by both men and women. Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). Al-Rehab produces liquid perfumes, perfume oils (or attars, which is a traditional name of Arabian perfumes), solid perfumes and fragrances. You can choose a fragrance concentration you prefer: all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Essential Oils"
243-23-94-121,2,1,8575,B005TT8UJK,"Lovely - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Description  by Al-Rashad Books: ""Lovely has a Delicate sweet creamy citrus and floral notes with slight overlapping tones of musk. Popular among women."" Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). Al-Rehab produces liquid perfumes, perfume oils (or attars, which is a traditional name of Arabian perfumes), solid perfumes and fragrances. You can choose a fragrance concentration you prefer: all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Essential Oils"
243-92-237-255,2,0,10069,B008M2ASBO,"Nemat Fragrances - Amber White Roll-on Perfume (5ml/.17fl Oz) Nemat fragrances are blended in USA using exotic essential oils and fragrance ingredients from around the world. Our perfume oil starts with a barely there fragrance and gently blooms as your body heat warms the fragrance, and because it contains no alcohol, the scent is in its purest form and lasts very long. Our products have earned great reviews and are now available at various chain stores and on-line outlets. Indulge in unique, exotic fragrances and be pleasantly surprised. Fragrance Women's Beauty Eau de Parfum"
243-92-237-255,2,1,10070,B008MAON08,"Nemat Fragrances - Amber White Perfume Oil (10ml / .34fl Oz) Nemat fragrances are blended in USA using exotic essential oils and fragrance ingredients from around the world. Our perfume oil starts with a barely there fragrance and gently blooms as your body heat warms the fragrance, and because it contains no alcohol, the scent is in its purest form and lasts very long. Our products have earned great reviews and are now available at various chain stores and on-line outlets. Indulge in unique, exotic fragrances and be pleasantly surprised. Fragrance Women's Beauty Eau de Parfum"
244-174-151-173,2,0,1491,B000H8UN3Y,"Biore Ultra Deep Cleansing Pore Strips, 6 Count Biore Offer maximum pore cleansing power to combat headstrong pore-clogging dirt and oil around the nose area. Formulated with tea tree oil, menthol and witch hazel, you can feel the strips working as they deep clean, refresh and purify pores. Beauty Pore Cleansing Strips Treatments & Masks Face Skin Care"
244-174-151-173,2,1,5469,B002YY3RT6,"Biore Ultra Deep Cleansing Pore Strips, 6 Nose Strips each Biore Biore ultre deep cleansing pore strips offer maximum pore cleansing power to combat headstrong pore-clogging dirt and oil around the nose area. Formulated with tea tree oil, menthol and witch hazel, you can feel the strips working as the deep clean, refresh and purify pores. Beauty Pore Cleansing Strips Treatments & Masks Face Skin Care"
246-158-213-55,2,0,7141,B004DN8F4S,"Ott-lite Natural Daylight Makeup Mirror, White/Chrome (26 Watt) OttLite Illuminate your natural beauty!  bring the accuracy and beauty of ottlite natural lighting indoors to help you apply makeup flawlessly for a confident look with no surprises once you go outside. the secret to the ottlite makeup mirror is the precise blend of light wavelengths &#x2013; ottlite 508 illumination. colors are true and vibrant. details are incredibly clear &#x2013; for a fresh, beautiful look every time.   includes two 13 watt ottlite bulbs. Mirrors Beauty Tools & Accessories Makeup Mirrors"
246-158-213-55,2,1,7142,B004DN8F7K,"Ott-lite Natural Daylight Makeup Mirror, Black/chrome (26 Watt) OttLite Illuminate your natural beauty!  bring the accuracy and beauty of ottlite natural lighting indoors to help you apply makeup flawlessly for a confident look with no surprises once you go outside. the secret to the ottlite makeup mirror is the precise blend of light wavelengths &#x2013; ottlite 508 illumination. colors are true and vibrant. details are incredibly clear &#x2013; for a fresh, beautiful look every time.   includes two 13 watt ottlite bulbs. Mirrors Beauty Tools & Accessories Makeup Mirrors"
246-228-231-213,2,0,6233,B003O52BHS,"Freetress Equal Lace Front Baby Hairline Wig - Abby - 1 Freetress Realistic Baby Hair Ultimate Natural LookEQUAL is the premium ""LUXURY INTEGRATION"" of most expensive synthetic hairs. It's called EQUAL because it looks and feels just like human hair. Boasting its most human-hair-like sheen, it is the most manageable and long-lasting synthetic hair product available. It's all in the fiber _ more natural | more manageable | longer lasting-Realistic ""Baby Hair"" for the ultimate NATURAL look.-Iron safe FUTURA fiber for Flexible ""Freedom Styling""-Hassle-Free secure fitting with No Glue, No Tape feature.-Silky Soft, Tangle-Free, Volumized texture with Easy Parting.Quick Style In A Minute ! - No Glue! No Tape! Necessary-Braid hair in cornrow or wrap to secure.-Trim lace according to hairline.-Secure lace front using hair pins.-Style as you desire.OPTION A. Using Lace Front Double Sided TapeOPTION B. Using Lace Front GlueREMOVING ADHESIVE-Apply remover around the lace thoroughly.-Gently remove the lace when it softens.Caring Instruction-Use lace adhesive remover to thoroughly remove the adhesive and oils from the lace.-Store your lace front wig on a wig stand or mannequin head or stuff with paper or towel to maintain its shape.-Refrain from the use of heavy oils or pomades.-To freshen up the wig, mist with water and shake out the curls. Hair Extensions & Wigs Hair Care Beauty Styling Products Wigs"
246-228-231-213,2,1,7597,B004S7X4OU,"Freetress Equal Lace Front Natural Hairline Wig - Jealousy Color 2 Equal Natural Hairline The Luxury IntegrationEQUAL is the premium ""LUXURY INTEGRATION"" of most expensive synthetic hairs. It's called EQUAL because it looks and feels just like human hair. Boasting its most human-hair-like sheen, it is the most manageable and long-lasting synthetic hair product available. It's all in the fiber _ more natural | more manageable | longer lasting-NEW!!! Front & Rear Realistic ""Baby Hair"" for the ultimate Natural look-Express your natural & glamorous updo-Iron Safe Futura Fiber for Flexible ""Freedom Styling""-Hassle-Free secure fitting with No Glue. No Tape featureQuick Style In A Minute! No Glue! No Tape! Necessary-Braid hair in cornrow or wrap to secure.-Trim lace according to hairline-Secure lace front using hair pins-Style as you desireOption A - Using Lace Front Double Sided TapeOption B - Using Lace Front GlueRemoving Adhesive-Apply remover around the lace thoroughly-Gently remove the lace when it softens Hair Extensions & Wigs Hair Care Beauty Hair Extensions Styling Products"
246-42-17-53,2,0,5331,B002UL5ZKC,"Bdellium Tools Professional Antibacterial Makeup Brush Studio Line - Pencil Shaped Blending 780 Bdellium Tools Studio Line of brushes are makeup tools designed from top grade materials and assembled by hand for a superior quality. Each and every brush showcases the flawless application medium that is Bdellium Tools. From precisely shaped brush heads to balanced mixtures of natural and/or synthetic hair bristles, the luxuriously lacquered long wooden handles of the Studio Line will give you optimum control and comfort resulting in a perfect application time after time. All of the Studio Line brushes are treated with an antibacterial agent on the bristles. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
246-42-17-53,2,1,5333,B002ULA2VE,"Bdellium Tools Professional Antibacterial Makeup Brush Studio Line - Shading Blending Eye 776 Bdellium Tools Studio Line of brushes are makeup tools designed from top grade materials and assembled by hand for a superior quality. Each and every brush showcases the flawless application medium that is Bdellium Tools. From precisely shaped brush heads to balanced mixtures of natural and/or synthetic hair bristles, the luxuriously lacquered long wooden handles of the Studio Line will give you optimum control and comfort resulting in a perfect application time after time. All of the Studio Line brushes are treated with an antibacterial agent on the bristles. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
248-172-83-243,2,0,2687,B001118AYU,"Dr. King's Natural Medicine Gout Symptom Formula, 2 Fluid Ounce Dr. King&#39;s Natural Medicine For fast relief of pain in the great toe, heel, foot, joints including swelling, burning, itching, tingling, tearing pains, throbbing, cramps, shooting pains. Safe and natural homeopathic formulas. No alcohol, dairy, glutens, sugar or yeast. Taste free, odor free, pure water base. Moisturizers Beauty Body Lotions Skin Care"
248-172-83-243,2,1,9170,B006X1INQI,"Dr. King's Natural Medicine Advanced Arnica , 2 Fluid Ounce Dr. King&#39;s Natural Medicine For temporary relief of symptoms due to injury or overexertion, bruises, muscle pain, inflammation, body aches, sprains, traumatic injury, redness and swelling, soreness after exercise and rheumatic pain. Safe and natural homeopathic formulas. No alcohol, dairy, glutens, sugar or yeast. Taste free, odor free, pure water base. Moisturizers Beauty Body Lotions Skin Care"
25-123-232-47,2,0,1475,B000H3EOLG,"Revlon ColorStay Makeup, Normal/Dry Skin, Natural Beige 220, 1 Ounce Revlon SoftFlex comfort technology. Looks fresh, feels great all day; Moisture-balanced, oil-free formula; Natural flawless look; Won't rub off with normal activity. Made in U.S.A. Makeup Foundation Beauty Face"
25-123-232-47,2,1,1680,B000LJ39TY,"Revlon ColorStay Makeup with SoftFlex, Normal/Dry Skin, Ivory 110, 1 Ounce Revlon SPF 15. Comfort Technology. Looks fresh, feels great all day. Moisture-balanced, oil-free formula. Natural flawless look. Won't rub off with normal activity. Made in U.S.A. with U.S. and Non-U.S. components. Makeup Foundation Beauty Face"
25-242-238-23,2,0,9930,B008BS9YNC,"L'Oreal Paris Youth Code BB Cream Illuminator, Light, 2.5 Fluid Ounce L&#39;Oreal Paris Experience 5 complexion-perfecting benefits in a single step. Youth Code BB Cream Illuminator instantly evens, illuminates, perfects, moisturizes, and protects skin. In one week, tone and texture are improved and skin is healthier looking. Contains Broad Spectrum UVA/UVB SPF 15. Available in 2 shades. Creams & Moisturizers Beauty Skin Care Face"
25-242-238-23,2,1,9931,B008BS9Z8G,"L'Oreal Paris Youth Code BB Cream Illuminator, Medium, 2.5 Fluid Ounce L&#39;Oreal Paris Experience 5 complexion-perfecting benefits in a single step. Youth Code BB Cream Illuminator instantly evens, illuminates, perfects, moisturizes, and protects skin. In one week, tone and texture are improved and skin is healthier looking. Contains Broad Spectrum UVA/UVB SPF 15. Available in 2 shades. Creams & Moisturizers Beauty Skin Care Face"
25-254-180-218,2,0,6839,B0046VGIRI,"Maybelline New York Fit Me! Concealer, 35 Deep, 0.23 Fluid Ounce Maybelline Flawless that lets the real you come through. It's makeup that doesn't mess with you. No oils. No waxes. No nonsense. Natural coverage that leaves skin the way it was meant to be: fresh, breathing, natural. Exclusive translucent base and lightweight pigments allow skin's natural highs and lows to show through. Non comedogenic, dermatologist tested, ophthalmologist tested, fragrance free. Makeup Beauty Concealers & Neutralizers Face"
25-254-180-218,2,1,6841,B0046VIGPU,"Maybelline New York Fit Me! Concealer, 30 Cafe, 0.23 Fluid Ounce Maybelline Flawless that lets the real you come through. It's makeup that doesn't mess with you. No oils. No waxes. No nonsense. Natural coverage that leaves skin the way it was meant to be: fresh, breathing, natural. Exclusive translucent base and lightweight pigments allow skin's natural highs and lows to show through. Non comedogenic, dermatologist tested, ophthalmologist tested, fragrance free. Makeup Beauty Concealers & Neutralizers Face"
25-45-74-160,2,0,10072,B008MAU8XY,"Jane Iredale Glow Time Full Coverage Mineral Cream Concealer BB 3, 1.7 Ounce Jane Iredale Glow time covers blemishes, minimizes pores, disguises wrinkles and smoothes and brightens skin. Our mineral-based formula nourishes your complexion and helps protect skin from UV and free radical damage. Makeup Beauty Concealers & Neutralizers Face"
25-45-74-160,2,1,10073,B008MAUMEO,"Jane Iredale Glow Time Full Coverage Mineral Cream Concealer BB 5, 1.7 Ounce Jane Iredale Glow time covers blemishes, minimizes pores, disguises wrinkles and smoothes and brightens skin. Our mineral-based formula nourishes your complexion and helps protect skin from UV and free radical damage. Makeup Beauty Concealers & Neutralizers Face"
25-75-216-157,2,0,1747,B000N36QHA,"Maybelline Dream Matte Mousse Foundation - Natural Ivory Maybelline Maybelline Dream Matte Mousse FoundationRevolutionary whipped formula provides an air-soft, perfect matte finish coverage, with a weightless feel.&bull;Color pigments offer superior coverage&bull;Blends effortlessly for a soft, natural-looking, even-toned result Makeup Foundation Beauty Face"
25-75-216-157,2,1,2367,B000VBH8MQ,"Maybelline Dream Matte Mousse Foundation, Toffee, Dark 0 .64 oz (18 g) Maybelline Maybelline Dream Matte Mousse FoundationRevolutionary whipped formula provides an air-soft, perfect matte finish coverage, with a weightless feel.&bull;Color pigments offer superior coverage&bull;Blends effortlessly for a soft, natural-looking, even-toned result Makeup Foundation Beauty Face"
252-134-105-240,2,0,825,B0009QZYO2,Clairol Pure White 30 Volume 16 oz. Clairol Beauty Hair Color Hair Care Chemical Hair Dyes
252-134-105-240,2,1,832,B0009R35GA,Clairol Pure White 40 Volume 16 oz. Clairol Beauty Hair Color Hair Care Chemical Hair Dyes
252-51-19-77,2,0,5509,B0030GFXOY,Fekkai Sheer Hold Hair Spray Hair Products 5.8 Oz Fekkai Beauty Styling Products Hair Sprays Hair Care
252-51-19-77,2,1,11727,B00GMWMMOW,Fekkai Sheer Hold Hair Spray 8oz Fekkai Beauty Styling Products Hair Sprays Hair Care
253-170-62-15,2,0,1587,B000JKEB38,Murad Acne Complex Kit - 60 Day Supply 4 Piece Set Murad Buy Murad Skin Care Sets - Murad Acne Complex Kit - 60 Day Supply 4 Piece Set Sets & Kits Beauty Skin Care
253-170-62-15,2,1,5936,B003D1YOCS,Murad Resurgence Evening Renewal Regimen - $56 Value 4 Piece Set Murad Buy Murad Skin Care Sets - Murad Resurgence Evening Renewal Regimen - $56 Value 4 Piece Set Sets & Kits Beauty Skin Care Face
253-66-135-229,2,0,7024,B004BYR13K,"Babyganics Mineral-Based Sunscreen 50 SPF, On-The-Go 2-Ounce Tube (Pack of 4), Packaging May Vary BabyGanics Sun Beauty Sports Skin Protection Skin Care"
253-66-135-229,2,1,7025,B004BYSOYK,"Babyganics Pure Mineral Sunscreen Stick SPF 50, 0.47-Ounce (Pack of 2), Packaging May Vary BabyGanics Sun Beauty Sports Skin Protection Skin Care"
26-155-78-123,2,0,8348,B005JD4NZQ,"Nailart NAIL TATTOO STICKER - blossom / ornament - pink / black DESIGN NAIL TATTOO STICKERQuality - Made in GermanyTheDesign Nail Art Tattoospermit, without much time and effort, a professional look of your nails. No longer complex painting.The foil is dermatologically tested, very thin and self-adhesive. The Nail Tattoo sticker are suitable for natural nails (including children) as well as artifical nails and toenails.You will find further details and size information in the article images above.Please note that the Nail Tattoos on the product images were used on French Nails (white background).APPLICATION NOTES:Step 1Buffer the nail surface with a fine sanding block (Buffer) lightly. The nail should be free of dust and grease.If you use the Nail Tattoos on artificial nails, we suggest the application between the building layer and the sealing layer.Step 2Cut out the desired image roughly.Step 3Use a pair of tweezers and pull off the foil from the brown substrate material.(Tipp: Choose a corner and grab the foil from the top.)Then stick the Nail Tattoo on the desired location on your nail and press it firmly. Overhanging corners can be filed off without any problems.Step 4Seal the Nail Tattoo with gel or with clear topcoat. Make sure that the whole Nail Tattoo is enclosed with Gel.(Tipp: Do not be sparingly with the gel. The Nail Tattoo has to soak up the Gel.)TIPP:During the summer months as well as solarium visits, we suggest an additional sealing with a Sun-blocking coat or the application with gel, which already included a Sun-blocker. Beauty Tools & Accessories Nail Art Equipment Nail Tools"
26-155-78-123,2,1,8691,B0060PBSSW,"Nailart NAIL TATTOO STICKER - butterfly / floral - purple DESIGN NAIL TATTOO STICKERQuality - Made in GermanyTheDesign Nail Art Tattoospermit, without much time and effort, a professional look of your nails. No longer complex painting.The foil is dermatologically tested, very thin and self-adhesive. The Nail Tattoo sticker are suitable for natural nails (including children) as well as artifical nails and toenails.You will find further details and size information in the article images above.Please note that the Nail Tattoos on the product images were used on French Nails (white background).APPLICATION NOTES:Step 1Buffer the nail surface with a fine sanding block (Buffer) lightly. The nail should be free of dust and grease.If you use the Nail Tattoos on artificial nails, we suggest the application between the building layer and the sealing layer.Step 2Cut out the desired image roughly.Step 3Use a pair of tweezers and pull off the foil from the brown substrate material.(Tipp: Choose a corner and grab the foil from the top.)Then stick the Nail Tattoo on the desired location on your nail and press it firmly. Overhanging corners can be filed off without any problems.Step 4Seal the Nail Tattoo with gel or with clear topcoat. Make sure that the whole Nail Tattoo is enclosed with Gel.(Tipp: Do not be sparingly with the gel. The Nail Tattoo has to soak up the Gel.)TIPP:During the summer months as well as solarium visits, we suggest an additional sealing with a Sun-blocking coat or the application with gel, which already included a Sun-blocker. Beauty Tools & Accessories Nail Art Equipment Nail Tools"
26-200-105-76,2,0,8227,B005FK3M46,"NEW 2013 Gals &quot;Princes Set&quot; of 25 Nail Art Nailart Polish Stamp Stamping Manicure Image Plates Accessories Set Kit. Set of Gals Nail Art Stamper Image PlatesThese stamping plates are fabulous and make a perfect addition to any nail art collection.The results are an eye catching, detailed and crisp nail design which is probably impossible to implement in free hand or any other nail art technique.Using our Nail Art Plates1. Make sure to remove the protective cover on the plate before using.2. Make sure you are using new and thick enough nail polish that is suitable for stamping.3. Please clean your nails and apply base coat for best results.4. Work fast in order to get the suitable result, otherwise the polish will get dry and will not stamp properly.5. Different designs require different stamping techniques the most important variable is the amount of force used to pick up the design on the stamper. In some designs it will pick up great using tiny bit of force and in some you will have to press a bit harder. Please use the stamper from side to side for best results.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Beauty Tools & Accessories Nail Art Equipment Nail Tools"
